(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)(0.00, 0.00, 0.00)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
(-0.31, -0.18, 0.20)(-0.30, -0.17, 0.24)(-0.30, -0.16, 0.20)(-0.29, -0.12, 0.22)(-0.28, -0.11, 0.25)(-0.27, -0.10, 0.26)(-0.30, -0.17, 0.21)(-0.29, -0.13, 0.26)(-0.30, -0.11, 0.30)(-0.30, -0.10, 0.32)(-0.29, -0.10, 0.34)(-0.30, -0.18, 0.21)(-0.30, -0.15, 0.27)(-0.30, -0.13, 0.31)(-0.29, -0.12, 0.34)(-0.29, -0.12, 0.35)(-0.30, -0.19, 0.21)(-0.29, -0.17, 0.27)(-0.29, -0.15, 0.31)(-0.29, -0.14, 0.33)(-0.28, -0.14, 0.35)(-0.30, -0.19, 0.22)(-0.28, -0.19, 0.27)(-0.28, -0.18, 0.30)(-0.28, -0.18, 0.32)(-0.27, -0.17, 0.33)
